,Label1,Label2,Count_normalized
1260,Acetyltransferase (GNAT) domain,Glutamine amidotransferase class-I,1.61
8298,MobA/MobL family,Putative ATP-dependent DNA helicase recG C-terminal,1.61
3784,CARDB,Peptidase family C25,1.95
8269,CRISPR associated protein Cas1,Helix-hairpin-helix motif,2.89
9565,RNA 2'-O ribose methyltransferase substrate binding,TRAM domain,1.61
9256,D5 N terminal like,Primase C terminal 2 (PriCT-2),2.3
2649,Choline-binding repeat,Divergent InlB B-repeat domain,3.5
8119,Helix-turn-helix,TIR domain,2.3
3084,"Oxidoreductase family, C-terminal alpha/beta domain",Periplasmic binding proteins and sugar binding domain of LacI family,1.79
3145,CRISPR-associated endoribonuclease Cas6,DUF1016 N-terminal domain,2.2
13753,"Bacterial regulatory helix-turn-helix protein, lysR family",Rx N-terminal domain,1.95
14356,Domain of unknown function (DUF1887),MobA-like NTP transferase domain,1.79
13750,LysR substrate binding domain,Rx N-terminal domain,1.95
3158,CRISPR-associated endoribonuclease Cas6,YhcG PDDEXK nuclease domain,2.2
17531,Ankyrin repeats (3 copies),Mechanosensitive ion channel inner membrane domain 1,1.95
17530,Ankyrin repeats (3 copies),Mechanosensitive ion channel porin domain,1.95
11800,PAS fold,RNA recognition motif,2.89
3239,DNA gyrase B,TnsA-like endonuclease N terminal,1.95
3240,DNA gyrase B,TnsA endonuclease C terminal,1.95
12817,Concanavalin A-like lectin/glucanases superfamily,Papain family cysteine protease,1.95
705,DnaB-like helicase C terminal domain,Poxvirus D5 protein-like,2.3
1848,Lamin Tail Domain,"Putative binding domain, N-terminal",1.95
4526,D5 N terminal like,Toprim domain,2.48
13952,Bacterial dnaA  protein,Bacterial dnaA protein helix-turn-helix,1.61
2607,AAA domain,DnaB-like helicase C terminal domain,3.0
1907,Choline-binding repeat,FIVAR domain,3.14
17013,AAA+ lid domain,GrpE,1.61
17006,AAA+ lid domain,Hsp70 protein,1.61
3066,Cna protein B-type domain,SdrD B-like domain,2.2
5671,"Oligopeptide/dipeptide transporter, C-terminal region",Proton-conducting membrane transporter,1.39
5815,CHAP domain,PKD-like domain,1.95
8272,Bacterial DNA polymerase III alpha subunit finger domain,Reverse transcriptase (RNA-dependent DNA polymerase),2.48
3602,Carbohydrate binding module (family 35),Transglycosylase SLT domain,1.95
2278,S-layer homology domain,Subtilase family,3.04
9564,Ketopantoate reductase PanE/ApbA,tRNA (Uracil-5-)-methyltransferase,1.61
9563,Ketopantoate reductase PanE/ApbA C terminal,tRNA (Uracil-5-)-methyltransferase,1.61
4204,DnaB-like helicase N terminal domain,PD-(D/E)XK nuclease superfamily,2.2
12153,Bacterial Ig domain,Bacterial TSP3 repeat,2.48
5388,"Alpha amylase, catalytic domain",Pyridoxamine 5'-phosphate oxidase,1.39
4856,AraC-like ligand binding domain,P-loop ATPase protein family,1.61
5389,"Alpha amylase, catalytic domain","Phage portal protein, SPP1 Gp6-like",1.39
701,Family of unknown function (DUF5906),Winged helix-turn-helix DNA-binding,2.2
11810,PAS domain,Protein similar to CwfJ C-terminus 2,2.77
11808,PAS domain,Protein similar to CwfJ C-terminus 1,2.77
3606,"Mycoplasma protein of unknown function, DUF285",Pertactin,2.2
13254,Adenylate and Guanylate cyclase catalytic domain,GAF domain,2.94
8116,Cation efflux family,FeoA domain,1.61
8115,Dimerisation domain of Zinc Transporter,FeoA domain,1.61
6231,HTH domain found in ParB protein,Phosphatidylserine decarboxylase,1.79
2756,"Bacterial extracellular solute-binding proteins, family 3",GAF domain,3.04
2604,"BT4734-like, N-terminal domain","RelA/SpoT, AH and RIS domains",1.39
6853,Class II Aldolase and Adducin N-terminal domain,FAD-binding domain,1.1
6203,MobL relaxases,PgaA membrane beta barrel domain,1.1
312,Pre-toxin TG,Tape measure protein,1.1
16112,Bacterial PH domain,Tubulin like,1.1
10215,Molybdopterin oxidoreductase,Peptidase M16 inactive domain,1.61
1963,Bacterial toxin 50,Sigma factor regulator C-terminal,1.1
17309,Putative transposase,Relaxase/Mobilisation nuclease domain,1.1
7595,"Cation transporter/ATPase, N-terminus","Diguanylate cyclase, GGDEF domain",2.77
17308,Relaxase/Mobilisation nuclease domain,Transposase zinc-binding domain,1.1
5107,Glycosyltransferase WbsX,Tellurite resistance protein TehB,1.1
16295,Acyltransferase family,Dolichyl-phosphate-mannose-protein mannosyltransferase,1.1
16299,Acyltransferase family,C-terminal four TMM region of protein-O-mannosyltransferase,1.1
313,Proteins of 100 residues with WXG,Tape measure protein,1.1
6851,Class II Aldolase and Adducin N-terminal domain,Ferric reductase NAD binding domain,1.1
6876,"BT4734-like, N-terminal domain",Lrp/AsnC ligand binding domain,1.61
3858,Riboflavin kinase,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",1.61
3859,FAD synthetase,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",1.61
11668,"FecR, C-terminal",Tn7-like transposition protein D,2.08
9353,CHASE domain,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",3.64
96,Domain of unknown function (DUF5979),Haemolysin-type calcium binding protein related domain,1.61
2218,D-alanyl-D-alanine carboxypeptidase,"Gram-positive pilin backbone subunit 2, Cna-B-like domain",1.95
7668,KorB domain,Methyl-accepting chemotaxis protein (MCP) signalling domain,2.64
9119,"Copper binding proteins, plastocyanin/azurin family",Dockerin type I domain,2.2
14655,Autotransporter beta-domain,Protein of unknown function (DUF3575),1.61
5670,ABC transporter,Proton-conducting membrane transporter,1.79
2400,Antitoxin Xre/MbcA/ParS C-terminal toxin-binding domain,K+ potassium transporter,1.61
15896,ORF6C domain,P22AR C-terminal domain,1.39
2265,FIVAR domain,Glycosyl hydrolases family 43,2.3
2413,Transglycosylase SLT domain,Trypsin-like peptidase domain,2.08
2252,Atrophied bacterial Ig domain,Glycosyl hydrolases family 43,2.08
11425,"Helix-turn-helix domain, rpiR family",Stage II sporulation protein E (SpoIIE),1.95
6900,DnaB-like helicase C terminal domain,DnaB-like helicase N terminal domain,2.2
11667,"FecR, C-terminal",TniQ,2.08
14357,Bacterial transferase hexapeptide (six repeats),Domain of unknown function (DUF1887),1.79
13204,Peptidase S24-like,Sigma-54 interaction domain,1.95
6574,PAS domain,Type IV pili methyl-accepting chemotaxis transducer N-term,3.09
13797,G5 domain,Prolyl oligopeptidase family,1.61
9258,Primase C terminal 2 (PriCT-2),Winged helix-turn-helix DNA-binding,1.95
3918,CHASE domain,Response regulator receiver domain,3.4
14144,"Prephenate dehydrogenase, dimerization domain",ROK family,1.61
14135,"Prephenate dehydrogenase, nucleotide-binding domain",ROK family,1.61
14483,Ankyrin repeats (many copies),"Zinc finger, C2H2 type",1.79
2040,Glycosyl hydrolases family 31 TIM-barrel domain,LysM domain,2.2
8841,"Glycosyl hydrolases family 2, TIM barrel domain",O-Glycosyl hydrolase family 30,2.08
15736,Collagen binding domain,RHS Repeat,1.95
6349,Bacterial SH3 domain,Cellulose or protein binding domain,2.4
6433,50S ribosome-binding GTPase,Family of unknown function (DUF5906),2.3
10476,"Overcoming lysogenization defect protein-like, TOPRIM domain",Sigma-54 interaction domain,1.61
8013,"Schlafen, AlbA_2",Transcription factor TFIIB repeat,1.61
8014,"Schlafen, AlbA_2",TFIIB zinc-binding,1.61
9554,SpoU rRNA Methylase family,tRNA (Uracil-5-)-methyltransferase,1.61
699,Cold shock domain,Family of unknown function (DUF5906),2.2
1234,FAD synthetase,Pyridoxal-phosphate dependent enzyme,1.61
1247,Pyridoxal-phosphate dependent enzyme,Riboflavin kinase,1.61
1236,FAD synthetase,Pyruvate ferredoxin/flavodoxin oxidoreductase,1.61
1248,Riboflavin kinase,Threonine synthase N terminus,1.61
1250,"Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg",Riboflavin kinase,1.61
1251,Pyruvate:ferredoxin oxidoreductase core domain II,Riboflavin kinase,1.61
1249,Pyruvate ferredoxin/flavodoxin oxidoreductase,Riboflavin kinase,1.61
1235,FAD synthetase,Threonine synthase N terminus,1.61
1238,FAD synthetase,Pyruvate:ferredoxin oxidoreductase core domain II,1.61
1237,FAD synthetase,"Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg",1.61
3626,Bacterial capsule synthesis protein PGA_cap,"Initiator Rep protein, WH2",2.2
11547,"Initiator Replication protein, WH1",Metal binding domain of Ada,2.2
11545,"Initiator Rep protein, WH2",Metal binding domain of Ada,2.2
3624,Bacterial capsule synthesis protein PGA_cap,"Initiator Replication protein, WH1",2.2
3627,Family of unknown function (DUF6270),"Initiator Rep protein, WH2",2.2
3625,Family of unknown function (DUF6270),"Initiator Replication protein, WH1",2.2
10447,"Bacterial regulatory helix-turn-helix proteins, AraC family",Zincin-like metallopeptidase,1.61
11353,"Glycoside hydrolase 123, catalytic domain",PDZ domain,1.61
7638,LysM domain,N-acetylmuramoyl-L-alanine amidase,2.48
651,Polysaccharide deacetylase,Putative cell wall binding repeat,2.71
19075,Glycine cleavage T-protein C-terminal barrel domain,Peptidase M16C associated,1.1
5917,Listeria-Bacteroides repeat domain (List_Bact_rpt),MBG domain (YGX type),2.48
6599,Domain of unknown function (DUF4118),Response regulator receiver domain,3.3
15095,Enolase N-terminal domain-like,Periplasmic binding protein-like domain,1.61
15089,Enolase C-terminal domain-like,Periplasmic binding protein-like domain,1.61
7529,Hydrazine synthase alpha subunit middle domain,Subtilase family,2.08
1483,"Initiator Replication protein, WH1",PDZ domain,3.14
1482,"Initiator Rep protein, WH2",PDZ domain,3.14
749,D-alanyl-D-alanine carboxypeptidase,"Initiator Replication protein, WH1",3.18
747,D-alanyl-D-alanine carboxypeptidase,"Initiator Rep protein, WH2",3.18
11395,Polyphenol oxidase middle domain,von Willebrand factor type A domain,1.61
11396,Common central domain of tyrosinase,von Willebrand factor type A domain,1.61
683,DnaB-like helicase C terminal domain,Family of unknown function (DUF5906),2.48
13274,Archaeal 4TM region of histidine kinase,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",2.4
11809,PAS domain,RNA recognition motif,2.77
12327,Nitrate and nitrite sensing,Tetratricopeptide repeat,1.79
1435,LapD/MoxY periplasmic domain,Response regulator receiver domain,2.89
11655,BclA C-terminal domain,LPXTG cell wall anchor motif,1.79
3083,"Oxidoreductase family, NAD-binding Rossmann fold",Periplasmic binding proteins and sugar binding domain of LacI family,1.79
4438,Collagen binding domain,Thioester domain,1.79
7760,"Initiator Rep protein, WH2",TgpA N-terminal domain,2.08
6303,Domain of unknown function (DUF4124),"Initiator Rep protein, WH2",2.08
6305,Domain of unknown function (DUF4124),"Initiator Replication protein, WH1",2.08
6306,Glutaredoxin,"Initiator Replication protein, WH1",2.08
6304,Glutaredoxin,"Initiator Rep protein, WH2",2.08
7763,"Initiator Replication protein, WH1",TgpA N-terminal domain,2.08
17352,Curli production assembly/transport component CsgG,Y_Y_Y domain,1.79
14200,Cobinamide kinase / cobinamide phosphate guanyltransferase,Domain of unknown function (DUF1835),1.1
19422,B12 binding domain,Piwi domain,1.1
19421,Piwi domain,"Vitamin B12 dependent methionine synthase, activation domain",1.1
19420,B12 binding domain,PAZ domain,1.1
14202,Domain of unknown function (DUF1835),Histidine phosphatase superfamily (branch 1),1.1
19419,PAZ domain,"Vitamin B12 dependent methionine synthase, activation domain",1.1
14198,Cysteine-rich small domain,Domain of unknown function (DUF1835),1.1
1039,C-terminal repeat of topoisomerase,"Terminase large subunit, T4likevirus-type, N-terminal",1.39
8021,AAA ATPase domain,DNA polymerase family B,1.61
8020,AAA ATPase domain,"DNA polymerase family B, exonuclease domain",1.61
11714,Bacterial Ig domain,Thrombospondin type 3 repeat,2.4
2145,Choline-binding repeat,Thrombospondin type 3 repeat,2.64
4730,DeoR C terminal sensor domain,Poly A polymerase head domain,1.79
7790,"DNA gyrase B subunit, carboxyl terminus",Toprim domain,1.95
14503,Chain length determinant protein,Tn7-like transposition protein D,1.79
13553,Bacterial trigger factor protein (TF),Phosphoribosyl transferase domain,1.61
8531,"Acyl-CoA dehydrogenase, N-terminal domain",Bacterial transferase hexapeptide (six repeats),1.61
3582,Cell Wall Hydrolase,Transglycosylase SLT domain,1.95
5781,"Alanine racemase, N-terminal domain","Bacterial regulatory proteins, lacI family",1.79
5780,"Alanine racemase, C-terminal domain","Bacterial regulatory proteins, lacI family",1.79
17250,FCD domain,MULE transposase domain,1.79
11744,Glycosyl transferase family 41,His Kinase A (phospho-acceptor) domain,2.56
11381,TFIIB zinc-binding,TnsA-like endonuclease N terminal,1.61
11380,TnsA-like endonuclease N terminal,Transcription factor TFIIB repeat,1.61
11385,TFIIB zinc-binding,TnsA endonuclease C terminal,1.61
11384,TnsA endonuclease C terminal,Transcription factor TFIIB repeat,1.61
2080,Bacterial cadherin-like domain,Prealbumin-like fold domain,2.2
1815,"Penicillin-binding protein 5, C-terminal domain",Prolyl oligopeptidase family,1.61
5434,Domain of unknown function (DUF5979),Possible hemagglutinin (DUF637),1.61
13577,Bacterial TSP3 repeat,Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat,1.95
4458,CHC2 zinc finger,"Ribonucleotide reductase, barrel domain",1.79
2904,Rolling Circle replication initiation protein N-terminal domain,SurA-like N-terminal domain,1.61
2906,Replication initiation factor,SurA-like N-terminal domain,1.61
90,Domain of unknown function (DUF5979),RTX calcium-binding nonapeptide repeat (4 copies),1.95
12464,Cold shock domain,DnaB-like helicase N terminal domain,1.95
14502,Chain length determinant protein,TniQ,1.79
4516,Family of unknown function (DUF5906),Toprim domain,2.48
11210,Aminotransferase class I and II,HsdM N-terminal domain,1.61
7469,Secretion system C-terminal sorting domain,YNCE-like beta-propeller,1.95
7855,Low-density lipoprotein receptor repeat class B,Secretion system C-terminal sorting domain,1.95
10423,DNA N-6-adenine-methyltransferase (Dam),Transposase IS116/IS110/IS902 family,1.61
13970,Carbohydrate binding module (family 6),Glycosyl hydrolases family 11,1.95
19654,NUDIX domain,"Proliferating cell nuclear antigen, C-terminal domain",1.61
19659,NUDIX domain,"Proliferating cell nuclear antigen, N-terminal domain",1.61
2821,Bacterial alpha-L-rhamnosidase concanavalin-like domain,Glycosyl hydrolases family 31 TIM-barrel domain,1.79
2841,Bacterial alpha-L-rhamnosidase C-terminal domain,Glycosyl hydrolases family 31 TIM-barrel domain,1.79
3917,Adenylate and Guanylate cyclase catalytic domain,Response regulator receiver domain,3.14
7647,"5'-nucleotidase, C-terminal domain",Bacterial dipeptidyl-peptidase Sh3 domain,1.61
7409,AAA domain,Helix-hairpin-helix domain,2.48
7975,"L,D-transpeptidase catalytic domain",N-acetylmuramoyl-L-alanine amidase,2.2
13040,EF hand,Protein of unknown function (DUF1104),1.1
2897,PPIC-type PPIASE domain,Replication initiation factor,1.61
2895,PPIC-type PPIASE domain,Rolling Circle replication initiation protein N-terminal domain,1.61
6703,"DNA polymerase III, delta subunit, C terminal",DNA topoisomerase,1.61
3650,AAA domain,S1 RNA binding domain,2.4
10477,"AAA domain, putative AbiEii toxin, Type IV TA system",Sigma-54 interaction domain,1.79
7742,Histidine kinase,Putative peptidoglycan-binding domain,1.79
19962,Recombinase zinc beta ribbon domain,Transposase family tnp2,1.79
19972,Recombinase zinc beta ribbon domain,Transposase-associated domain,1.79
4520,Primase C terminal 1 (PriCT-1),Toprim domain,1.95
14343,CRISPR-associated protein (Cas_Cas02710),MobA-like NTP transferase domain,1.79
10470,Sigma-54 interaction domain,tRNA modifying enzyme MnmG/GidA C-terminal helical bundle,1.61
6648,"Amylo-alpha-1,6-glucosidase","Initiator Rep protein, WH2",2.4
6649,Glycogen debranching enzyme N terminal,"Initiator Rep protein, WH2",2.4
6650,"Amylo-alpha-1,6-glucosidase","Initiator Replication protein, WH1",2.4
6651,Glycogen debranching enzyme N terminal,"Initiator Replication protein, WH1",2.4
5946,Autotransporter beta-domain,"Bacterial surface protein, Ig-like domain",2.08
5097,Aminotransferase class I and II,Toprim-like,2.2
12833,3'-5' exonuclease,"DNA polymerase III, delta subunit, C terminal",1.61
12832,"DNA polymerase III, delta subunit, C terminal",DNA polymerase family A,1.61
5103,Dockerin type I domain,Putative Ig domain,2.48
7596,"Cation transporting ATPase, C-terminus","Diguanylate cyclase, GGDEF domain",2.77
1388,Domain of unknown function (DUF4113),Reverse transcriptase (RNA-dependent DNA polymerase),2.08
2935,"Lethal giant larvae(Lgl) like, C-terminal",Phage tail lysozyme,1.1
2936,LLGL2,Phage tail lysozyme,1.1
13077,Putative zinc-finger,Tail length tape measure protein,1.1
2137,Glycosyl hydrolases family 25,Polysaccharide deacetylase,2.2
11423,SIS domain,Stage II sporulation protein E (SpoIIE),1.95
15114,Family of unknown function (DUF5906),LAGLIDADG-like domain,2.08
10972,FecR protein,HTH DNA binding domain,1.61
10971,FecR protein,Protein of unknown function (DUF1612),1.61
7474,DnaA N-terminal domain,Replication initiator protein A,1.61
