,Unnamed: 0,Label1,Label2,Count,Total_Label_1,Total_Label_2,p_value,p_value_fdr,Count_normalized
5726,5726,DeoR-like helix-turn-helix domain,HTH domain,11,191,424,3.443440636805222e-12,6.080275153477505e-11,2.48
1325,1325,Reverse transcriptase (RNA-dependent DNA polymerase),UvrD/REP helicase N-terminal domain,29,1632,601,3.441432633469614e-12,6.080275153477505e-11,3.4
6892,6892,AsnC-type helix-turn-helix domain,Family of unknown function (DUF5906),9,77,527,3.560627819468768e-12,6.28183459241943e-11,2.3
132,132,BspA type Leucine rich repeat region (6 copies),Chlamydia polymorphic membrane protein (Chlamydia_PMP) repeat,16,1981,129,3.826879564502683e-12,6.745813193113552e-11,2.83
2612,2612,IS66 C-terminal element,Transposase DDE domain,6,78,87,3.951683039752819e-12,6.959876508770788e-11,1.95
17880,17880,RNase H-like domain found in reverse transcriptase,dUTPase,6,331,22,3.979910732424483e-12,7.003626741646045e-11,1.95
11316,11316,Type II CAAX prenyl endopeptidase Rce1-like,zinc-ribbon domain,4,8,84,4.0086600483165595e-12,7.048199888374082e-11,1.61
3156,3156,CRISPR associated protein Cas1,YhcG PDDEXK nuclease domain,13,1386,103,4.015466203271591e-12,7.048199888374082e-11,2.64
3143,3143,CRISPR associated protein Cas1,DUF1016 N-terminal domain,13,1386,103,4.015466203271591e-12,7.048199888374082e-11,2.64
8264,8264,C-terminus of bacterial fibrinogen-binding adhesin,Collagen binding domain,6,60,114,4.067799002828382e-12,7.134001694782226e-11,1.95
6369,6369,4Fe-4S single cluster domain,Peptidase dimerisation domain,7,327,45,4.128597249974133e-12,7.228366243667666e-11,2.08
6370,6370,4Fe-4S single cluster domain,Peptidase family M20/M25/M40,7,327,45,4.128597249974133e-12,7.228366243667666e-11,2.08
2646,2646,Divergent InlB B-repeat domain,Regulator of chromosome condensation (RCC1) repeat,12,1034,108,4.334821725021478e-12,7.583004129295186e-11,2.56
11120,11120,"AefR-like transcriptional repressor, C-terminal domain","BetI-type transcriptional repressor, C-terminal",5,76,34,4.486652934977902e-12,7.8353482040995e-11,1.79
1137,1137,Fibronectin type III domain,Listeria-Bacteroides repeat domain (List_Bact_rpt),22,522,1051,4.612997249203467e-12,8.048320057049785e-11,3.14
17459,17459,Domain of unknown function (DUF4158),Transposase DDE domain,4,8,87,4.6241738297505175e-12,8.048320057049785e-11,1.61
17460,17460,Tn3 transposase DDE domain,Transposase DDE domain,4,8,87,4.6241738297505175e-12,8.048320057049785e-11,1.61
19688,19688,Domain of unknown function (DUF4277),Transposase DDE domain,4,8,87,4.6241738297505175e-12,8.048320057049785e-11,1.61
17889,17889,Leucine Rich repeat,Leucine rich repeat,7,32,482,4.73406888878731e-12,8.232661262695981e-11,2.08
7361,7361,Polysaccharide biosynthesis C-terminal domain,Serine dehydratase alpha chain,4,46,14,4.845788117236978e-12,8.419862260513362e-11,1.61
10730,10730,FlgD Ig-like domain,"Galactose oxidase, central domain",7,272,55,5.0055163291243554e-12,8.6900974926368e-11,2.08
2799,2799,CRISPR associated protein Cas2,Domain of unknown function DUF83,7,64,233,5.114290717572493e-12,8.864056091135493e-11,2.08
3616,3616,Immunoglobulin domain,Secretion system C-terminal sorting domain,14,128,1403,5.183180405198154e-12,8.975931426991812e-11,2.71
8809,8809,Arm DNA-binding domain,"PemK-like, MazF-like toxin of type II toxin-antitoxin system",9,1054,42,5.234702033069004e-12,9.057567693537056e-11,2.3
3065,3065,Cna protein B-type domain,Domain of unknown function DUF11,12,339,328,5.390896508947074e-12,9.320030695275808e-11,2.56
9910,9910,"Iron dependent repressor, metal binding and dimerisation domain",TPR repeat,9,92,459,5.412344107800801e-12,9.341489074874556e-11,2.3
9909,9909,"Iron dependent repressor, N-terminal DNA binding domain",TPR repeat,9,92,459,5.412344107800801e-12,9.341489074874556e-11,2.3
15254,15254,KilA-N domain,ORF6C domain,4,12,57,5.800362447745181e-12,1.0002843563972235e-10,1.61
1737,1737,"Diguanylate cyclase, GGDEF domain",IrrE N-terminal-like domain,26,2991,272,5.8211340183944856e-12,1.0030299008195231e-10,3.3
16320,16320,Transcription factor AFT,Transporter associated domain,4,30,22,5.945595029761078e-12,1.0236225514601984e-10,1.61
18089,18089,Ribosomal protein S4/S9 N-terminal domain,"YicC-like family, N-terminal region",4,32,21,6.382907255742902e-12,1.0970853975643888e-10,1.61
18090,18090,Domain of unknown function (DUF1732),Ribosomal protein S4/S9 N-terminal domain,4,21,32,6.382907255742902e-12,1.0970853975643888e-10,1.61
10729,10729,FlgD Ig-like domain,NHL repeat,8,272,100,6.7820978541024345e-12,1.1647295459242195e-10,2.2
13708,13708,"DNA polymerase III beta subunit, central domain",Nudix N-terminal,8,860,34,7.175758222194561e-12,1.2302914822580176e-10,2.2
13712,13712,"DNA polymerase III beta subunit, C-terminal domain",Nudix N-terminal,8,860,34,7.175758222194561e-12,1.2302914822580176e-10,2.2
2240,2240,Concanavalin A-like lectin/glucanases superfamily,WD40-like Beta Propeller Repeat,16,538,481,7.276870135377677e-12,1.2465935690903414e-10,2.83
9510,9510,Probable transposase,zinc-binding in reverse transcriptase,10,1430,47,7.290643619682247e-12,1.2479191897696175e-10,2.4
13875,13875,PKD-like domain,Peptidase M10 serralysin C terminal,6,198,39,7.686429461043495e-12,1.314576525773336e-10,1.95
6173,6173,Helix-turn-helix domain,"Mu DNA binding, I gamma subdomain",12,2115,58,7.730014691918585e-12,1.3209381304528974e-10,2.56
8781,8781,ATP-NAD kinase C-terminal domain,Periplasmic binding protein-like domain,6,34,230,7.870878938035717e-12,1.3426139282847614e-10,1.95
3665,3665,DnaB-like helicase C terminal domain,PD-(D/E)XK nuclease superfamily,12,345,333,7.876339386803772e-12,1.3426139282847614e-10,2.56
8782,8782,ATP-NAD kinase N-terminal domain,Periplasmic binding protein-like domain,6,34,230,7.870878938035717e-12,1.3426139282847614e-10,1.95
11574,11574,Homeodomain-like domain,"Mu transposase, C-terminal",6,76,100,7.909622435297272e-12,1.3471767964962248e-10,1.95
4200,4200,ATP-dependent RecD-like DNA helicase SH3 domain,PD-(D/E)XK nuclease superfamily,8,84,333,8.155787338938544e-12,1.3879606156973848e-10,2.2
9904,9904,"Mechanosensitive ion channel, transmembrane helices 2/3",TPR repeat,7,36,459,8.266628517488632e-12,1.4056667586851352e-10,2.08
4732,4732,DeoR C terminal sensor domain,Probable RNA and SrmB- binding site of polymerase A,7,141,112,8.294047336804605e-12,1.4091702282917734e-10,2.08
1319,1319,AAA domain,CRISPR associated protein Cas1,47,1791,1386,9.097673070681012e-12,1.5419064432989451e-10,3.87
3556,3556,"Membrane-bound lytic murein transglycosylase C, N-terminal domain",Putative peptidoglycan binding domain,10,186,348,9.56249604414051e-12,1.619358973830412e-10,2.4
2504,2504,CRISPR-associated protein (Cas_Cas02710),Glycosyl transferases group 1,11,282,316,9.915289081766722e-12,1.6777285789172706e-10,2.48
4575,4575,ATPase family associated with various cellular activities (AAA),"RuvA, C-terminal domain",6,430,20,1.000535125191555e-11,1.6902013712079887e-10,1.95
4573,4573,ATPase family associated with various cellular activities (AAA),RuvA N terminal domain,6,430,20,1.000535125191555e-11,1.6902013712079887e-10,1.95
541,541,Collagen binding domain,LPXTG cell wall anchor motif,10,114,577,1.0109675173885122e-11,1.7050387730050788e-10,2.4
3353,3353,AAA domain,MnmE helical domain,15,1791,128,1.0102127178476232e-11,1.7050387730050788e-10,2.77
7661,7661,Cache domain,HTH domain found in ParB protein,31,809,1445,1.0258990564420522e-11,1.7288113113327068e-10,3.47
19009,19009,Ankyrin repeat,"Zinc finger, C3HC4 type (RING finger)",7,210,78,1.0320021154135383e-11,1.7376797834206622e-10,2.08
628,628,CRISPR-Cas9 WED domain,Cas9 alpha-helical lobe domain,69,1115,4180,1.03903247403117e-11,1.7480939353574047e-10,4.25
301,301,Cohesin domain,KxYKxGKxW signal peptide,6,78,102,1.0479578518923246e-11,1.7616767889087475e-10,1.95
15614,15614,Leucine Rich repeat,TPS secretion domain,4,32,24,1.1327942758205722e-11,1.9027446987117767e-10,1.61
3578,3578,"Carbohydrate esterase, sialic acid-specific acetylesterase","Membrane-bound lytic murein transglycosylase C, N-terminal domain",6,44,186,1.1342634148093622e-11,1.9036659600660047e-10,1.95
7811,7811,Bacteriophage abortive infection AbiH,"Cas3, HD domain",18,64,6232,1.1453056185295112e-11,1.9206394383077615e-10,2.94
3873,3873,Bacterial trigger factor protein (TF),FhuF 2Fe-2S C-terminal domain,6,131,62,1.1635791544339548e-11,1.9481235770227436e-10,1.95
3872,3872,Bacterial trigger factor protein (TF),Ferric iron reductase FhuF-like transporter,6,131,62,1.1635791544339548e-11,1.9481235770227436e-10,1.95
7602,7602,CHAT domain,Tetratricopeptide repeat,15,163,1407,1.1742342576039004e-11,1.9643723094236123e-10,2.77
5572,5572,50S ribosome-binding GTPase,Cell division protein FtsA,5,195,17,1.203701550430233e-11,2.0104149400844847e-10,1.79
5575,5575,50S ribosome-binding GTPase,SHS2 domain inserted in FTSA,5,195,17,1.203701550430233e-11,2.0104149400844847e-10,1.79
3208,3208,ATPase family associated with various cellular activities (AAA),"Bacterial regulatory protein, Fis family",9,430,107,1.2093567452423524e-11,2.0182299775121966e-10,2.3
9906,9906,"Mechanosensitive ion channel MscS, C-terminal",TPR repeat,7,38,459,1.2439197394476824e-11,2.0742361655290103e-10,2.08
221,221,BspA type Leucine rich repeat region (6 copies),Spi protease inhibitor,15,1981,118,1.2484157462878568e-11,2.0783810294681167e-10,2.77
222,222,BspA type Leucine rich repeat region (6 copies),Peptidase C10 family,15,1981,118,1.2484157462878568e-11,2.0783810294681167e-10,2.77
13223,13223,"Bacterial regulatory protein, Fis family","Phage integrase, N-terminal",6,107,77,1.2965966088833143e-11,2.1568566437554536e-10,1.95
8699,8699,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster",Homoserine dehydrogenase,6,75,110,1.3050227300005078e-11,2.1673859428289558e-10,1.95
8698,8698,"Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster","Homoserine dehydrogenase, NAD binding domain",6,75,110,1.3050227300005078e-11,2.1673859428289558e-10,1.95
9508,9508,Putative transposase DNA-binding domain,zinc-binding in reverse transcriptase,10,1528,47,1.3898842370552276e-11,2.3064716187472668e-10,2.4
3790,3790,LysR substrate binding domain,TrkA-N domain,8,589,52,1.3930700904447467e-11,2.3080537067408678e-10,2.2
3794,3794,"Bacterial regulatory helix-turn-helix protein, lysR family",TrkA-N domain,8,589,52,1.3930700904447467e-11,2.3080537067408678e-10,2.2
15613,15613,Haemagglutinin repeat,TPS secretion domain,4,34,24,1.4606366658116664e-11,2.4180611960758867e-10,1.61
9895,9895,"Mechanosensitive ion channel, transmembrane helices 2/3",Tetratricopeptide repeat,9,36,1407,1.4744203022758813e-11,2.438927087212672e-10,2.3
686,686,CHC2 zinc finger,Family of unknown function (DUF5906),15,435,527,1.491914550271565e-11,2.465892658350532e-10,2.77
3567,3567,"Chitinase A, N-terminal domain","Membrane-bound lytic murein transglycosylase C, N-terminal domain",6,46,186,1.5023278414101083e-11,2.481120828820832e-10,1.95
12013,12013,Copper amine oxidase N-terminal domain,Prokaryotic N-terminal methylation motif,9,138,340,1.5151874393439476e-11,2.5003615868567277e-10,2.3
14461,14461,"MAATS-type transcriptional repressor, C-terminal region",TolA binding protein trimerisation,4,10,90,1.5910895384932682e-11,2.6235214025060057e-10,1.61
392,392,BspA type Leucine rich repeat region (6 copies),Listeria-Bacteroides repeat domain (List_Bact_rpt),42,1981,1051,1.6123205847723298e-11,2.656410576202188e-10,3.76
176,176,AAA+ lid domain,"DNA polymerase III delta subunit, C-terminal domain",6,130,66,1.6373247563484414e-11,2.695458916163752e-10,1.95
1144,1144,Bacterial Ig-like domain,BspA type Leucine rich repeat region (6 copies),23,330,1981,1.7414706819875774e-11,2.8646292196863277e-10,3.18
331,331,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",Hpt domain,35,6352,245,1.7723431222593322e-11,2.9107814725143927e-10,3.58
1394,1394,CRISPR associated protein Cas1,impB/mucB/samB family C-terminal domain,11,1386,71,1.8227830841892775e-11,2.991244907284262e-10,2.48
7660,7660,AMIN domain,Bacterial dipeptidyl-peptidase Sh3 domain,6,118,74,1.8429746069792007e-11,3.021981439215617e-10,1.95
3820,3820,DNA polymerase family A,Nucleotidyltransferase domain,6,149,59,1.867449194606552e-11,3.0572642119461343e-10,1.95
3817,3817,3'-5' exonuclease,Nucleotidyltransferase domain,6,149,59,1.867449194606552e-11,3.0572642119461343e-10,1.95
2083,2083,Domain of unknown function (DUF6531),Prealbumin-like fold domain,11,138,694,1.909130632567842e-11,3.1230295956966187e-10,2.48
3209,3209,ATPase family associated with various cellular activities (AAA),RuvB C-terminal winged helix domain,6,430,22,1.9177386745273588e-11,3.1346310334547194e-10,1.95
4181,4181,"DNA primase catalytic core, N-terminal domain",Toprim-like,14,299,649,1.9271809194872688e-11,3.1475766091815365e-10,2.71
10224,10224,GCN5-related N-acetyl-transferase,Molybdopterin oxidoreductase,4,21,42,1.9851573194931013e-11,3.2371528308484903e-10,1.61
10223,10223,Family of unknown function (DUF5996),Molybdopterin oxidoreductase,4,21,42,1.9851573194931013e-11,3.2371528308484903e-10,1.61
595,595,"KhpA/KhpB, KH domain",MarR family,10,613,115,1.990289936516853e-11,3.242964934386049e-10,2.4
4270,4270,"Cas3, HD domain","Uncharacterised protein, DegV family COG1307",18,6232,66,2.0291330570971018e-11,3.3036523009131326e-10,2.94
461,461,Cas9 C-terminal domain,Cas9 alpha-helical lobe domain,61,937,4180,2.1111012323161576e-11,3.4290055130087344e-10,4.13
467,467,Cas9 alpha-helical lobe domain,Topo homolgy domain in CRISPR-associated endonuclease Cas9,61,4180,937,2.1111012323161576e-11,3.4290055130087344e-10,4.13
473,473,CRISPR-associated endonuclease Cas9 beta-hairpin domain,Cas9 alpha-helical lobe domain,61,937,4180,2.1111012323161576e-11,3.4290055130087344e-10,4.13
16163,16163,MASE1,"Tetracyclin repressor-like, C-terminal domain",7,70,261,2.170266818022353e-11,3.522339638638005e-10,2.08
7501,7501,Primase C terminal 2 (PriCT-2),"Ribonucleotide reductase, all-alpha domain",6,199,46,2.259380601406169e-11,3.66409511335493e-10,1.95
12507,12507,"Type II secretion system (T2SS), protein I",Type IV Pilus-assembly protein W,4,67,14,2.2737991309412735e-11,3.684588137184383e-10,1.61
1526,1526,Chitin recognition protein,Listeria-Bacteroides repeat domain (List_Bact_rpt),14,189,1051,2.3385632372998536e-11,3.783605012335608e-10,2.71
4589,4589,AAA lid domain,Helix-hairpin-helix domain,7,171,107,2.3379077381518324e-11,3.783605012335608e-10,2.08
14404,14404,Pentatricopeptide repeat domain,TniQ,6,29,328,2.3713239227367665e-11,3.83360944100298e-10,1.95
8814,8814,F5/8 type C domain,O-Glycosyl hydrolase family 30,9,329,150,2.3993552234943225e-11,3.8758959340775084e-10,2.3
1512,1512,Fn3-like domain,Listeria-Bacteroides repeat domain (List_Bact_rpt),10,70,1051,2.407988896765243e-11,3.886806121656122e-10,2.4
14898,14898,Chain length determinant protein,Zinc binding domain,4,42,22,2.4258658358564775e-11,3.9126074795635246e-10,1.61
3789,3789,Lrp/AsnC ligand binding domain,LysR substrate binding domain,10,122,589,2.44060419372602e-11,3.92983782119176e-10,2.4
3793,3793,"Bacterial regulatory helix-turn-helix protein, lysR family",Lrp/AsnC ligand binding domain,10,589,122,2.4406041937260188e-11,3.92983782119176e-10,2.4
3136,3136,DbpA RNA binding domain,Helicase conserved C-terminal domain,19,60,8058,2.4422506167390877e-11,3.92983782119176e-10,3.0
13449,13449,Bacterial TSP3 repeat,Putative Ig domain,10,217,328,2.455669050996353e-11,3.948356840392813e-10,2.4
9897,9897,"Mechanosensitive ion channel MscS, C-terminal",Tetratricopeptide repeat,9,38,1407,2.515102347794661e-11,4.0376375190489285e-10,2.3
5687,5687,Choline-binding repeat,Sulfatase-modifying factor enzyme 1,19,1581,274,2.5234407732885355e-11,4.0478809052976764e-10,3.0
3882,3882,Bacterial trigger factor protein (TF) C-terminus,Ferric iron reductase FhuF-like transporter,6,149,62,2.542317955541701e-11,4.0718441802274017e-10,1.95
3883,3883,Bacterial trigger factor protein (TF) C-terminus,FhuF 2Fe-2S C-terminal domain,6,149,62,2.542317955541701e-11,4.0718441802274017e-10,1.95
15481,15481,CBS domain,MULE transposase domain,6,132,70,2.5858925041105088e-11,4.138428738970045e-10,1.95
3612,3612,"Mycoplasma protein of unknown function, DUF285",YDG domain,12,823,157,2.7042156211692497e-11,4.3244444237367804e-10,2.56
1924,1924,FIVAR domain,Putative cell wall binding repeat,24,523,1390,2.710589573038656e-11,4.3312875271808556e-10,3.22
10149,10149,Acetyltransferase (GNAT) domain,Acyl-ACP thioesterase N-terminal domain,5,157,24,2.753804320116788e-11,4.3935503030134894e-10,1.79
10150,10150,Acetyltransferase (GNAT) domain,Acyl-ACP thioesterase C-terminal domain,5,157,24,2.753804320116788e-11,4.3935503030134894e-10,1.79
5259,5259,Peptidase family M23,Prolyl oligopeptidase family,6,182,52,2.8477751026343808e-11,4.5399726906068696e-10,1.95
2610,2610,Transposase DDE domain,zinc-finger binding domain of transposase IS66,6,87,108,2.9078681261243683e-11,4.632202561161292e-10,1.95
2099,2099,LPXTG cell wall anchor motif,RHS protein,8,577,58,2.961175477792833e-11,4.713489249755381e-10,2.2
1083,1083,Large polyvalent protein-associated domain 3,Phage MuF-C-terminal domain,3,17,7,2.9805375158886665e-11,4.740659555079229e-10,1.39
3144,3144,DUF1016 N-terminal domain,Reverse transcriptase (RNA-dependent DNA polymerase),13,103,1632,2.9968864115604576e-11,4.75934103931149e-10,2.64
3157,3157,Reverse transcriptase (RNA-dependent DNA polymerase),YhcG PDDEXK nuclease domain,13,1632,103,2.9968864115604576e-11,4.75934103931149e-10,2.64
6576,6576,Bacterial signalling protein N terminal repeat,PAS domain,18,114,3511,3.128637395039901e-11,4.957152139252108e-10,2.94
12178,12178,"Bacterial phospholipase C, C-terminal domain",Trypsin-like peptidase domain,5,24,161,3.1268097441297735e-11,4.957152139252108e-10,1.79
12179,12179,Phosphoesterase family,Trypsin-like peptidase domain,5,24,161,3.1268097441297735e-11,4.957152139252108e-10,1.79
8346,8346,HTH domain,ThiS family,6,424,24,3.166216371307213e-11,5.012852673010662e-10,1.95
659,659,Caspase domain,Choline-binding repeat,11,66,1581,3.200558372940876e-11,5.063347014330413e-10,2.48
