,Label1,Label2,Count
3850,Pyruvate:ferredoxin oxidoreductase core domain II,"Thiamine pyrophosphate enzyme, central domain",2
3851,NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus,"Thiamine pyrophosphate enzyme, central domain",2
3852,NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus,"Thiamine pyrophosphate enzyme, central domain",2
3853,Creatinase/Prolidase N-terminal domain,"Thiamine pyrophosphate enzyme, central domain",2
3854,Metallopeptidase family M24,"Thiamine pyrophosphate enzyme, central domain",2
3855,"Bacterial regulatory proteins, gntR family","Thiamine pyrophosphate enzyme, central domain",4
3856,Homoserine dehydrogenase,"Thiamine pyrophosphate enzyme, central domain",4
3857,"Homoserine dehydrogenase, NAD binding domain","Thiamine pyrophosphate enzyme, central domain",4
3858,Riboflavin kinase,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",4
3859,FAD synthetase,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",4
3860,Pyruvate ferredoxin/flavodoxin oxidoreductase,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",2
3861,"Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg","Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",2
3862,Pyruvate:ferredoxin oxidoreductase core domain II,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",2
3863,NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",2
3864,NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",2
3865,Creatinase/Prolidase N-terminal domain,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",2
3866,Metallopeptidase family M24,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",2
3867,"Bacterial regulatory proteins, gntR family","Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",2
3868,Homoserine dehydrogenase,"Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",2
3869,"Homoserine dehydrogenase, NAD binding domain","Thiamine pyrophosphate enzyme, N-terminal TPP binding domain",2
3870,Bacterial trigger factor protein (TF),NikR C terminal nickel binding domain,2
3871,Bacterial trigger factor protein (TF),"Ribbon-helix-helix protein, copG family",2
3872,Bacterial trigger factor protein (TF),Ferric iron reductase FhuF-like transporter,6
3873,Bacterial trigger factor protein (TF),FhuF 2Fe-2S C-terminal domain,6
3874,Bacterial trigger factor protein (TF),PPIC-type PPIASE domain,2
3875,Bacterial trigger factor protein (TF),SurA-like N-terminal domain,2
3876,Bacterial trigger factor protein (TF),CHC2 zinc finger,7
3877,Bacterial trigger factor protein (TF),Toprim-like,6
3878,Bacterial trigger factor protein (TF),Bacterial trigger factor protein (TF),5
3879,Bacterial trigger factor protein (TF),FKBP-type peptidyl-prolyl cis-trans isomerase,5
3880,Bacterial trigger factor protein (TF) C-terminus,NikR C terminal nickel binding domain,2
3881,Bacterial trigger factor protein (TF) C-terminus,"Ribbon-helix-helix protein, copG family",2
3882,Bacterial trigger factor protein (TF) C-terminus,Ferric iron reductase FhuF-like transporter,6
3883,Bacterial trigger factor protein (TF) C-terminus,FhuF 2Fe-2S C-terminal domain,6
3884,Bacterial trigger factor protein (TF) C-terminus,CHC2 zinc finger,4
3885,Bacterial trigger factor protein (TF) C-terminus,Toprim-like,4
3886,Bacterial trigger factor protein (TF),Bacterial trigger factor protein (TF) C-terminus,8
3887,Bacterial trigger factor protein (TF) C-terminus,FKBP-type peptidyl-prolyl cis-trans isomerase,3
3888,FKBP-type peptidyl-prolyl cis-trans isomerase,NikR C terminal nickel binding domain,2
3889,FKBP-type peptidyl-prolyl cis-trans isomerase,"Ribbon-helix-helix protein, copG family",2
3890,FKBP-type peptidyl-prolyl cis-trans isomerase,Ferric iron reductase FhuF-like transporter,5
3891,FKBP-type peptidyl-prolyl cis-trans isomerase,FhuF 2Fe-2S C-terminal domain,5
3892,CHC2 zinc finger,FKBP-type peptidyl-prolyl cis-trans isomerase,5
3893,FKBP-type peptidyl-prolyl cis-trans isomerase,Toprim-like,4
3894,FKBP-type peptidyl-prolyl cis-trans isomerase,FKBP-type peptidyl-prolyl cis-trans isomerase,2
3895,Pyridoxal-phosphate dependent enzyme,Pyruvate ferredoxin/flavodoxin oxidoreductase,2
3896,Pyridoxal-phosphate dependent enzyme,"Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg",2
3897,Pyridoxal-phosphate dependent enzyme,Pyruvate:ferredoxin oxidoreductase core domain II,2
3898,Cobalamin synthesis G N-terminal,Pyridoxal-phosphate dependent enzyme,2
3899,Cobalamin synthesis G C-terminus,Pyridoxal-phosphate dependent enzyme,2
3900,NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus,Pyridoxal-phosphate dependent enzyme,2
3901,NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus,Pyridoxal-phosphate dependent enzyme,2
3902,Creatinase/Prolidase N-terminal domain,Pyridoxal-phosphate dependent enzyme,2
3903,Metallopeptidase family M24,Pyridoxal-phosphate dependent enzyme,2
3904,DHH family,Pyridoxal-phosphate dependent enzyme,2
3905,DHHA1 domain,Pyridoxal-phosphate dependent enzyme,2
3906,Pyruvate ferredoxin/flavodoxin oxidoreductase,Threonine synthase N terminus,2
3907,"Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg",Threonine synthase N terminus,2
3908,Pyruvate:ferredoxin oxidoreductase core domain II,Threonine synthase N terminus,2
3909,Cobalamin synthesis G N-terminal,Threonine synthase N terminus,2
3910,Cobalamin synthesis G C-terminus,Threonine synthase N terminus,2
3911,NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus,Threonine synthase N terminus,2
3912,NAD-dependent glycerol-3-phosphate dehydrogenase C-terminus,Threonine synthase N terminus,2
3913,Creatinase/Prolidase N-terminal domain,Threonine synthase N terminus,2
3914,Metallopeptidase family M24,Threonine synthase N terminus,2
3915,DHH family,Threonine synthase N terminus,2
3916,DHHA1 domain,Threonine synthase N terminus,2
3917,Adenylate and Guanylate cyclase catalytic domain,Response regulator receiver domain,22
3918,CHASE domain,Response regulator receiver domain,29
3919,Response regulator receiver domain,"Sigma-54, DNA binding domain",11
3920,Response regulator receiver domain,"Sigma-54 factor, Activator interacting domain (AID)",11
3921,Response regulator receiver domain,"Sigma-54 factor, core binding domain",11
3922,Adenylate and Guanylate cyclase catalytic domain,"Diguanylate cyclase, GGDEF domain",12
3923,"Diguanylate cyclase, GGDEF domain","Diguanylate cyclase, GGDEF domain",142
3924,CHASE domain,"Diguanylate cyclase, GGDEF domain",35
3925,"Diguanylate cyclase, GGDEF domain",EAL domain,159
3926,"Diguanylate cyclase, GGDEF domain",PAS fold,384
3927,"Diguanylate cyclase, GGDEF domain","Sigma-54, DNA binding domain",10
3928,"Diguanylate cyclase, GGDEF domain","Sigma-54 factor, Activator interacting domain (AID)",10
3929,"Diguanylate cyclase, GGDEF domain","Sigma-54 factor, core binding domain",10
3930,Calcineurin-like phosphoesterase,Phage Mu protein F like protein,2
3931,N terminal of Calcineurin-like phosphoesterase,Phage Mu protein F like protein,2
3932,Glycosyl hydrolases family 25,Phage Mu protein F like protein,4
3933,LysM domain,Phage Mu protein F like protein,2
3934,Bacterial SH3 domain,Phage Mu protein F like protein,4
3935,Phage Mu protein F like protein,Polysaccharide deacetylase,2
3936,Cellulose or protein binding domain,Phage Mu protein F like protein,2
3937,Glycosyl hydrolase family 10,Phage Mu protein F like protein,2
3938,Glycosyl hydrolases family 31 TIM-barrel domain,Phage Mu protein F like protein,2
3939,Glycosyl hydrolase family 31 C-terminal domain,Phage Mu protein F like protein,2
3940,Domain of unknown function (DUF5110),Phage Mu protein F like protein,2
3941,Domain of unknown function (DUF4982),Phage Mu protein F like protein,2
3942,"Glycosyl hydrolases family 2, TIM barrel domain",Phage Mu protein F like protein,2
3943,Glycosyl hydrolases family 2,Phage Mu protein F like protein,2
3944,"Glycosyl hydrolases family 2, sugar binding domain",Phage Mu protein F like protein,2
3945,Calcineurin-like phosphoesterase,Phage portal protein,2
3946,N terminal of Calcineurin-like phosphoesterase,Phage portal protein,2
3947,Glycosyl hydrolases family 25,Phage portal protein,4
3948,LysM domain,Phage portal protein,2
3949,Bacterial SH3 domain,Phage portal protein,4
3950,Phage portal protein,Polysaccharide deacetylase,2
3951,Cellulose or protein binding domain,Phage portal protein,2
3952,Glycosyl hydrolase family 10,Phage portal protein,2
3953,Glycosyl hydrolases family 31 TIM-barrel domain,Phage portal protein,2
3954,Glycosyl hydrolase family 31 C-terminal domain,Phage portal protein,2
3955,Domain of unknown function (DUF5110),Phage portal protein,2
3956,Domain of unknown function (DUF4982),Phage portal protein,2
3957,"Glycosyl hydrolases family 2, TIM barrel domain",Phage portal protein,2
3958,Glycosyl hydrolases family 2,Phage portal protein,2
3959,"Glycosyl hydrolases family 2, sugar binding domain",Phage portal protein,2
3960,N-terminal 7TM region of histidine kinase,PAS domain,5
3961,CHASE3 domain,PAS domain,11
3962,Domain of unknown function (DUF4118),PAS domain,41
3963,PAS domain,RuvC nuclease domain,2
3964,PAS domain,Putative transposase DNA-binding domain,15
3965,HAMP domain,"Transcriptional regulatory protein, C terminal",2
3966,GAF domain,HAMP domain,48
3967,"Diguanylate cyclase, GGDEF domain",HAMP domain,25
3968,HAMP domain,PAS fold,87
3969,HAMP domain,N-terminal 7TM region of histidine kinase,4
3970,CHASE3 domain,HAMP domain,2
3971,Domain of unknown function (DUF4118),HAMP domain,6
3972,HAMP domain,RuvC nuclease domain,2
3973,HAMP domain,Putative transposase DNA-binding domain,4
3974,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",N-terminal 7TM region of histidine kinase,9
3975,CHASE3 domain,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",15
3976,Domain of unknown function (DUF4118),"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",43
3977,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase",RuvC nuclease domain,7
3978,PAS fold,PAS fold,328
3979,N-terminal 7TM region of histidine kinase,PAS fold,4
3980,CHASE3 domain,PAS fold,13
3981,Domain of unknown function (DUF4118),PAS fold,40
3982,PAS fold,RuvC nuclease domain,3
3983,GAF domain,N-terminal 7TM region of histidine kinase,4
3984,CHASE3 domain,GAF domain,8
3985,Domain of unknown function (DUF4118),GAF domain,30
3986,GAF domain,RuvC nuclease domain,4
3987,GAF domain,Putative transposase DNA-binding domain,7
3988,CRISPR-associated protein NE0113 (Cas_NE0113),ThiF family,2
3989,CRISPR-associated protein NE0113 (Cas_NE0113),Rhodanese-like domain,2
3990,AAA domain,CRISPR-associated protein NE0113 (Cas_NE0113),2
3991,"Bifunctional DNA primase/polymerase, N-terminal",CRISPR-associated protein NE0113 (Cas_NE0113),2
3992,CRISPR-associated protein NE0113 (Cas_NE0113),Primase C terminal 1 (PriCT-1),2
3993,Region found in RelA / SpoT proteins,ThiF family,2
3994,Region found in RelA / SpoT proteins,Rhodanese-like domain,2
3995,AAA domain,Region found in RelA / SpoT proteins,2
3996,"Bifunctional DNA primase/polymerase, N-terminal",Region found in RelA / SpoT proteins,2
3997,Primase C terminal 1 (PriCT-1),Region found in RelA / SpoT proteins,2
3998,Periplasmic binding protein-like domain,Periplasmic binding protein-like domain,17
3999,"Bacterial regulatory proteins, lacI family",Periplasmic binding protein-like domain,47
4000,Ion channel,Periplasmic binding protein-like domain,7
4001,Periplasmic binding protein-like domain,Periplasmic binding proteins and sugar binding domain of LacI family,9
4002,Periplasmic binding protein-like domain,Spermine/spermidine synthase domain,9
4003,Periplasmic binding protein-like domain,S-adenosylmethionine decarboxylase,9
4004,Periplasmic binding protein-like domain,Spermidine synthase tetramerisation domain,9
4005,"Bacterial regulatory proteins, lacI family","Bacterial regulatory proteins, lacI family",38
4006,"Bacterial regulatory proteins, lacI family",Ion channel,7
4007,"Bacterial regulatory proteins, lacI family",Periplasmic binding proteins and sugar binding domain of LacI family,25
4008,"Bacterial regulatory proteins, lacI family",Spermine/spermidine synthase domain,10
4009,"Bacterial regulatory proteins, lacI family",S-adenosylmethionine decarboxylase,10
4010,"Bacterial regulatory proteins, lacI family",Spermidine synthase tetramerisation domain,10
4011,Bacterial lectin,CARDB,2
4012,CARDB,CHU_C Type IX secretion signal domain,6
4013,CARDB,GEVED domain,2
4014,CARDB,PKD domain,8
4015,CARDB,Secretion system C-terminal sorting domain,2
4016,CARDB,FG-GAP repeat,3
4017,CARDB,FG-GAP-like repeat,3
4018,Bacterial lectin,Domain of unknown function DUF11,4
4019,CHU_C Type IX secretion signal domain,Domain of unknown function DUF11,10
4020,Domain of unknown function DUF11,GEVED domain,2
4021,Domain of unknown function DUF11,Secretion system C-terminal sorting domain,6
4022,Domain of unknown function DUF11,FG-GAP repeat,3
4023,Domain of unknown function DUF11,FG-GAP-like repeat,3
4024,Putative transposase DNA-binding domain,Transposase IS116/IS110/IS902 family,15
4025,Putative transposase DNA-binding domain,Transposase,15
4026,Probable transposase,Transposase IS116/IS110/IS902 family,13
4027,Probable transposase,Transposase,13
4028,ATP dependent DNA ligase domain,Uncharacterized protein conserved in bacteria N-term (DUF3322),2
4029,ATP dependent DNA ligase domain,"Wadjet protein JetD, C-terminal",2
4030,ATP dependent DNA ligase domain,SMODS-associated and fused to various effectors sensor domain,4
4031,ATP dependent DNA ligase domain,TIR domain,2
4032,DNA ligase OB-like domain,Uncharacterized protein conserved in bacteria N-term (DUF3322),2
4033,DNA ligase OB-like domain,"Wadjet protein JetD, C-terminal",2
4034,DNA ligase OB-like domain,SMODS-associated and fused to various effectors sensor domain,2
4035,DNA ligase OB-like domain,TIR domain,2
4036,CRISPR-associated protein (Cas_Cas02710),"Mur ligase family, catalytic domain",2
4037,Domain of unknown function (DUF1887),"Mur ligase family, catalytic domain",4
4038,Methyltransferase domain,"Mur ligase family, catalytic domain",2
4039,"Mur ligase family, catalytic domain","RlmA, N-terminal",2
4040,"Mur ligase family, catalytic domain",haloacid dehalogenase-like hydrolase,2
4041,Cytidine and deoxycytidylate deaminase zinc-binding region,"Mur ligase family, catalytic domain",2
4042,"Mur ligase family, catalytic domain",Putative CRISPR-associated protein (Cas_VVA1548),2
4043,CRISPR-associated protein (Cas_Cas02710),"Mur ligase family, glutamate ligase domain",2
4044,Domain of unknown function (DUF1887),"Mur ligase family, glutamate ligase domain",4
4045,Methyltransferase domain,"Mur ligase family, glutamate ligase domain",2
4046,"Mur ligase family, glutamate ligase domain","RlmA, N-terminal",2
4047,"Mur ligase family, glutamate ligase domain",haloacid dehalogenase-like hydrolase,2
4048,Cytidine and deoxycytidylate deaminase zinc-binding region,"Mur ligase family, glutamate ligase domain",2
4049,"Mur ligase family, glutamate ligase domain",Putative CRISPR-associated protein (Cas_VVA1548),2
4050,CRISPR-associated protein (Cas_Cas02710),Diaminopimelate epimerase,2
4051,Diaminopimelate epimerase,Domain of unknown function (DUF1887),4
4052,Diaminopimelate epimerase,Methyltransferase domain,2
4053,Diaminopimelate epimerase,"RlmA, N-terminal",2
4054,Diaminopimelate epimerase,haloacid dehalogenase-like hydrolase,2
4055,Cytidine and deoxycytidylate deaminase zinc-binding region,Diaminopimelate epimerase,2
4056,Diaminopimelate epimerase,Putative CRISPR-associated protein (Cas_VVA1548),2
4057,CRISPR-associated protein (Cas_Cas02710),Mur ligase middle domain,2
4058,Domain of unknown function (DUF1887),Mur ligase middle domain,4
4059,Methyltransferase domain,Mur ligase middle domain,2
4060,Mur ligase middle domain,"RlmA, N-terminal",2
4061,Mur ligase middle domain,haloacid dehalogenase-like hydrolase,2
4062,Cytidine and deoxycytidylate deaminase zinc-binding region,Mur ligase middle domain,2
4063,Mur ligase middle domain,Putative CRISPR-associated protein (Cas_VVA1548),2
4064,5-fold beta-flower protein,Dockerin type I domain,2
4065,5-fold beta-flower protein,Carboxypeptidase regulatory-like domain,2
4066,5-fold beta-flower protein,Chitobiase/beta-hexosaminidase C-terminal domain,2
